Time (CET);Imports;Exports
18.07.2021 11:00 - 18.07.2021 12:00;2319;3281
18.07.2021 12:00 - 18.07.2021 13:00;2506;3609
18.07.2021 13:00 - 18.07.2021 14:00;2520;3336
18.07.2021 14:00 - 18.07.2021 15:00;2366;2911
18.07.2021 15:00 - 18.07.2021 16:00;2558;2591
18.07.2021 16:00 - 18.07.2021 17:00;2758;2576
18.07.2021 17:00 - 18.07.2021 18:00;2743;2598
18.07.2021 18:00 - 18.07.2021 19:00;2481;2609
18.07.2021 19:00 - 18.07.2021 20:00;1635;2813
18.07.2021 20:00 - 18.07.2021 21:00;2331;2506
18.07.2021 21:00 - 18.07.2021 22:00;2574;1552
18.07.2021 22:00 - 18.07.2021 23:00;2756;892
18.07.2021 23:00 - 19.07.2021 00:00;2827;1741
19.07.2021 00:00 - 19.07.2021 01:00;2689;1392
19.07.2021 01:00 - 19.07.2021 02:00;2475;1646
19.07.2021 02:00 - 19.07.2021 03:00;2389;1537
19.07.2021 03:00 - 19.07.2021 04:00;2399;1183
19.07.2021 04:00 - 19.07.2021 05:00;2426;955
19.07.2021 05:00 - 19.07.2021 06:00;2461;559
19.07.2021 06:00 - 19.07.2021 07:00;2394;0
19.07.2021 07:00 - 19.07.2021 08:00;2884;0
19.07.2021 08:00 - 19.07.2021 09:00;2799;0
19.07.2021 09:00 - 19.07.2021 10:00;1938;0
19.07.2021 10:00 - 19.07.2021 11:00;2706;677
19.07.2021 11:00 - 19.07.2021 12:00;3320;693
19.07.2021 12:00 - 19.07.2021 13:00;3343;394
19.07.2021 13:00 - 19.07.2021 14:00;3304;0
19.07.2021 14:00 - 19.07.2021 15:00;3413;0
19.07.2021 15:00 - 19.07.2021 16:00;3182;283
19.07.2021 16:00 - 19.07.2021 17:00;3056;376
19.07.2021 17:00 - 19.07.2021 18:00;2877;461
19.07.2021 18:00 - 19.07.2021 19:00;1566;0
19.07.2021 19:00 - 19.07.2021 20:00;1652;0
19.07.2021 20:00 - 19.07.2021 21:00;2881;0
19.07.2021 21:00 - 19.07.2021 22:00;4110;0
19.07.2021 22:00 - 19.07.2021 23:00;3637;0
19.07.2021 23:00 - 20.07.2021 00:00;2988;525
20.07.2021 00:00 - 20.07.2021 01:00;3409;0
20.07.2021 01:00 - 20.07.2021 02:00;2806;0
20.07.2021 02:00 - 20.07.2021 03:00;2351;73
20.07.2021 03:00 - 20.07.2021 04:00;2611;67
20.07.2021 04:00 - 20.07.2021 05:00;2870;0
20.07.2021 05:00 - 20.07.2021 06:00;3272;0
20.07.2021 06:00 - 20.07.2021 07:00;3909;0
20.07.2021 07:00 - 20.07.2021 08:00;3637;0
20.07.2021 08:00 - 20.07.2021 09:00;2802;0
20.07.2021 09:00 - 20.07.2021 10:00;3081;0
20.07.2021 10:00 - 20.07.2021 11:00;2311;157
20.07.2021 11:00 - 20.07.2021 12:00;2170;124
20.07.2021 12:00 - 20.07.2021 13:00;2802;0
20.07.2021 13:00 - 20.07.2021 14:00;3343;0
20.07.2021 14:00 - 20.07.2021 15:00;3164;0
20.07.2021 15:00 - 20.07.2021 16:00;2362;0
20.07.2021 16:00 - 20.07.2021 17:00;2167;235
20.07.2021 17:00 - 20.07.2021 18:00;2219;19
20.07.2021 18:00 - 20.07.2021 19:00;2179;63
20.07.2021 19:00 - 20.07.2021 20:00;1709;0
20.07.2021 20:00 - 20.07.2021 21:00;2006;0
20.07.2021 21:00 - 20.07.2021 22:00;2545;0
20.07.2021 22:00 - 20.07.2021 23:00;3330;0
20.07.2021 23:00 - 21.07.2021 00:00;3354;0
21.07.2021 00:00 - 21.07.2021 01:00;3850;0
21.07.2021 01:00 - 21.07.2021 02:00;3157;0
21.07.2021 02:00 - 21.07.2021 03:00;2497;0
21.07.2021 03:00 - 21.07.2021 04:00;2367;0
21.07.2021 04:00 - 21.07.2021 05:00;2526;0
21.07.2021 05:00 - 21.07.2021 06:00;2845;0
21.07.2021 06:00 - 21.07.2021 07:00;3077;0
21.07.2021 07:00 - 21.07.2021 08:00;3408;0
21.07.2021 08:00 - 21.07.2021 09:00;3169;0
21.07.2021 09:00 - 21.07.2021 10:00;1980;117
21.07.2021 10:00 - 21.07.2021 11:00;2178;1109
21.07.2021 11:00 - 21.07.2021 12:00;2277;1002
21.07.2021 12:00 - 21.07.2021 13:00;2189;793
21.07.2021 13:00 - 21.07.2021 14:00;2184;826
21.07.2021 14:00 - 21.07.2021 15:00;2063;900
21.07.2021 15:00 - 21.07.2021 16:00;2178;1520
21.07.2021 16:00 - 21.07.2021 17:00;2985;1528
21.07.2021 17:00 - 21.07.2021 18:00;3020;1451
21.07.2021 18:00 - 21.07.2021 19:00;2030;1229
21.07.2021 19:00 - 21.07.2021 20:00;243;0
21.07.2021 20:00 - 21.07.2021 21:00;1700;0
21.07.2021 21:00 - 21.07.2021 22:00;3553;0
21.07.2021 22:00 - 21.07.2021 23:00;3281;0
21.07.2021 23:00 - 22.07.2021 00:00;2977;630
22.07.2021 00:00 - 22.07.2021 01:00;2916;0
22.07.2021 01:00 - 22.07.2021 02:00;2455;0
22.07.2021 02:00 - 22.07.2021 03:00;2376;371
22.07.2021 03:00 - 22.07.2021 04:00;2224;357
22.07.2021 04:00 - 22.07.2021 05:00;2236;349
22.07.2021 05:00 - 22.07.2021 06:00;2285;244
22.07.2021 06:00 - 22.07.2021 07:00;2354;0
22.07.2021 07:00 - 22.07.2021 08:00;3404;0
22.07.2021 08:00 - 22.07.2021 09:00;3216;0
22.07.2021 09:00 - 22.07.2021 10:00;2700;0
22.07.2021 10:00 - 22.07.2021 11:00;2718;569
22.07.2021 11:00 - 22.07.2021 12:00;2714;751
22.07.2021 12:00 - 22.07.2021 13:00;2906;697
22.07.2021 13:00 - 22.07.2021 14:00;2727;646
22.07.2021 14:00 - 22.07.2021 15:00;2830;653
22.07.2021 15:00 - 22.07.2021 16:00;2872;1254
22.07.2021 16:00 - 22.07.2021 17:00;2944;1546
22.07.2021 17:00 - 22.07.2021 18:00;2802;1620
22.07.2021 18:00 - 22.07.2021 19:00;1112;861
22.07.2021 19:00 - 22.07.2021 20:00;414;0
22.07.2021 20:00 - 22.07.2021 21:00;1597;0
22.07.2021 21:00 - 22.07.2021 22:00;3257;0
22.07.2021 22:00 - 22.07.2021 23:00;3595;0
22.07.2021 23:00 - 23.07.2021 00:00;2822;0
23.07.2021 00:00 - 23.07.2021 01:00;3177;0
23.07.2021 01:00 - 23.07.2021 02:00;2406;0
23.07.2021 02:00 - 23.07.2021 03:00;2264;0
23.07.2021 03:00 - 23.07.2021 04:00;1897;58
23.07.2021 04:00 - 23.07.2021 05:00;1967;48
23.07.2021 05:00 - 23.07.2021 06:00;1821;13
23.07.2021 06:00 - 23.07.2021 07:00;2610;0
23.07.2021 07:00 - 23.07.2021 08:00;2999;0
23.07.2021 08:00 - 23.07.2021 09:00;3511;0
23.07.2021 09:00 - 23.07.2021 10:00;3015;0
23.07.2021 10:00 - 23.07.2021 11:00;2582;1024
23.07.2021 11:00 - 23.07.2021 12:00;2653;1778
23.07.2021 12:00 - 23.07.2021 13:00;2853;2071
23.07.2021 13:00 - 23.07.2021 14:00;2806;2052
23.07.2021 14:00 - 23.07.2021 15:00;2999;2272
23.07.2021 15:00 - 23.07.2021 16:00;2879;2687
23.07.2021 16:00 - 23.07.2021 17:00;2810;3017
23.07.2021 17:00 - 23.07.2021 18:00;793;1892
23.07.2021 18:00 - 23.07.2021 19:00;0;1449
23.07.2021 19:00 - 23.07.2021 20:00;852;1322
23.07.2021 20:00 - 23.07.2021 21:00;2743;808
23.07.2021 21:00 - 23.07.2021 22:00;2840;708
23.07.2021 22:00 - 23.07.2021 23:00;2807;309
23.07.2021 23:00 - 24.07.2021 00:00;2672;970
24.07.2021 00:00 - 24.07.2021 01:00;2501;429
24.07.2021 01:00 - 24.07.2021 02:00;2483;808
24.07.2021 02:00 - 24.07.2021 03:00;2418;774
24.07.2021 03:00 - 24.07.2021 04:00;2380;941
24.07.2021 04:00 - 24.07.2021 05:00;2437;392
24.07.2021 05:00 - 24.07.2021 06:00;2439;375
24.07.2021 06:00 - 24.07.2021 07:00;2497;0
24.07.2021 07:00 - 24.07.2021 08:00;2451;86
24.07.2021 08:00 - 24.07.2021 09:00;2501;171
24.07.2021 09:00 - 24.07.2021 10:00;2330;937
24.07.2021 10:00 - 24.07.2021 11:00;2352;1263
24.07.2021 11:00 - 24.07.2021 12:00;2282;1566
24.07.2021 12:00 - 24.07.2021 13:00;2340;1719
24.07.2021 13:00 - 24.07.2021 14:00;1970;1416
24.07.2021 14:00 - 24.07.2021 15:00;2223;1401
24.07.2021 15:00 - 24.07.2021 16:00;2126;1571
24.07.2021 16:00 - 24.07.2021 17:00;1463;1401
24.07.2021 17:00 - 24.07.2021 18:00;0;930
24.07.2021 18:00 - 24.07.2021 19:00;0;755
24.07.2021 19:00 - 24.07.2021 20:00;1061;778
24.07.2021 20:00 - 24.07.2021 21:00;1980;0
24.07.2021 21:00 - 24.07.2021 22:00;2882;0
24.07.2021 22:00 - 24.07.2021 23:00;2644;0
24.07.2021 23:00 - 25.07.2021 00:00;1541;0
25.07.2021 00:00 - 25.07.2021 01:00;1352;371
25.07.2021 01:00 - 25.07.2021 02:00;1355;1285
25.07.2021 02:00 - 25.07.2021 03:00;1331;1145
25.07.2021 03:00 - 25.07.2021 04:00;1317;935
25.07.2021 04:00 - 25.07.2021 05:00;1346;913
25.07.2021 05:00 - 25.07.2021 06:00;1375;719
25.07.2021 06:00 - 25.07.2021 07:00;1346;25
25.07.2021 07:00 - 25.07.2021 08:00;1339;257
25.07.2021 08:00 - 25.07.2021 09:00;1341;797
25.07.2021 09:00 - 25.07.2021 10:00;1331;1227
25.07.2021 10:00 - 25.07.2021 11:00;1363;1824
25.07.2021 11:00 - 25.07.2021 12:00;1377;2192
25.07.2021 12:00 - 25.07.2021 13:00;1332;1807
25.07.2021 13:00 - 25.07.2021 14:00;1352;1215
25.07.2021 14:00 - 25.07.2021 15:00;1855;1387
25.07.2021 15:00 - 25.07.2021 16:00;2357;2046
25.07.2021 16:00 - 25.07.2021 17:00;2291;1741
25.07.2021 17:00 - 25.07.2021 18:00;2254;1769
25.07.2021 18:00 - 25.07.2021 19:00;2274;1674
25.07.2021 19:00 - 25.07.2021 20:00;1995;1459
25.07.2021 20:00 - 25.07.2021 21:00;2308;977
25.07.2021 21:00 - 25.07.2021 22:00;2502;0
25.07.2021 22:00 - 25.07.2021 23:00;2388;0
25.07.2021 23:00 - 26.07.2021 00:00;2539;0
26.07.2021 00:00 - 26.07.2021 01:00;2493;818
26.07.2021 01:00 - 26.07.2021 02:00;2281;1115
26.07.2021 02:00 - 26.07.2021 03:00;2377;1122
26.07.2021 03:00 - 26.07.2021 04:00;2430;1183
26.07.2021 04:00 - 26.07.2021 05:00;2465;1224
26.07.2021 05:00 - 26.07.2021 06:00;2464;685
26.07.2021 06:00 - 26.07.2021 07:00;2437;5
26.07.2021 07:00 - 26.07.2021 08:00;2403;0
26.07.2021 08:00 - 26.07.2021 09:00;2205;0
26.07.2021 09:00 - 26.07.2021 10:00;1796;403
26.07.2021 10:00 - 26.07.2021 11:00;2402;931
26.07.2021 11:00 - 26.07.2021 12:00;2373;881
26.07.2021 12:00 - 26.07.2021 13:00;2387;542
26.07.2021 13:00 - 26.07.2021 14:00;2149;226
26.07.2021 14:00 - 26.07.2021 15:00;2206;295
26.07.2021 15:00 - 26.07.2021 16:00;2208;341
26.07.2021 16:00 - 26.07.2021 17:00;2250;492
26.07.2021 17:00 - 26.07.2021 18:00;2249;96
26.07.2021 18:00 - 26.07.2021 19:00;1570;0
26.07.2021 19:00 - 26.07.2021 20:00;1699;0
26.07.2021 20:00 - 26.07.2021 21:00;2740;0
26.07.2021 21:00 - 26.07.2021 22:00;3788;0
26.07.2021 22:00 - 26.07.2021 23:00;3902;0
26.07.2021 23:00 - 27.07.2021 00:00;3089;0
27.07.2021 00:00 - 27.07.2021 01:00;4083;0
27.07.2021 01:00 - 27.07.2021 02:00;3689;0
27.07.2021 02:00 - 27.07.2021 03:00;3193;0
27.07.2021 03:00 - 27.07.2021 04:00;3247;0
27.07.2021 04:00 - 27.07.2021 05:00;2772;0
27.07.2021 05:00 - 27.07.2021 06:00;2725;0
27.07.2021 06:00 - 27.07.2021 07:00;3440;0
27.07.2021 07:00 - 27.07.2021 08:00;4102;0
27.07.2021 08:00 - 27.07.2021 09:00;3151;0
27.07.2021 09:00 - 27.07.2021 10:00;2568;0
27.07.2021 10:00 - 27.07.2021 11:00;2324;1076
27.07.2021 11:00 - 27.07.2021 12:00;2212;1466
27.07.2021 12:00 - 27.07.2021 13:00;2165;1533
27.07.2021 13:00 - 27.07.2021 14:00;2392;1579
27.07.2021 14:00 - 27.07.2021 15:00;2425;1657
27.07.2021 15:00 - 27.07.2021 16:00;2439;2404
27.07.2021 16:00 - 27.07.2021 17:00;2125;1993
27.07.2021 17:00 - 27.07.2021 18:00;656;1226
27.07.2021 18:00 - 27.07.2021 19:00;0;822
27.07.2021 19:00 - 27.07.2021 20:00;0;338
27.07.2021 20:00 - 27.07.2021 21:00;384;0
27.07.2021 21:00 - 27.07.2021 22:00;1616;0
27.07.2021 22:00 - 27.07.2021 23:00;2375;0
27.07.2021 23:00 - 28.07.2021 00:00;2212;609
28.07.2021 00:00 - 28.07.2021 01:00;2056;689
28.07.2021 01:00 - 28.07.2021 02:00;1826;1099
28.07.2021 02:00 - 28.07.2021 03:00;1940;1137
28.07.2021 03:00 - 28.07.2021 04:00;1798;1088
28.07.2021 04:00 - 28.07.2021 05:00;2199;1045
28.07.2021 05:00 - 28.07.2021 06:00;2159;815
28.07.2021 06:00 - 28.07.2021 07:00;2399;0
28.07.2021 07:00 - 28.07.2021 08:00;2899;0
28.07.2021 08:00 - 28.07.2021 09:00;3204;0
28.07.2021 09:00 - 28.07.2021 10:00;2764;0
28.07.2021 10:00 - 28.07.2021 11:00;2443;828
28.07.2021 11:00 - 28.07.2021 12:00;2153;678
28.07.2021 12:00 - 28.07.2021 13:00;2086;274
28.07.2021 13:00 - 28.07.2021 14:00;2091;203
28.07.2021 14:00 - 28.07.2021 15:00;1968;127
28.07.2021 15:00 - 28.07.2021 16:00;1882;813
28.07.2021 16:00 - 28.07.2021 17:00;1975;1010
28.07.2021 17:00 - 28.07.2021 18:00;2050;1066
28.07.2021 18:00 - 28.07.2021 19:00;1764;1740
28.07.2021 19:00 - 28.07.2021 20:00;2022;1285
28.07.2021 20:00 - 28.07.2021 21:00;2801;663
28.07.2021 21:00 - 28.07.2021 22:00;2872;96
28.07.2021 22:00 - 28.07.2021 23:00;2913;628
28.07.2021 23:00 - 29.07.2021 00:00;2880;1527
29.07.2021 00:00 - 29.07.2021 01:00;2713;616
29.07.2021 01:00 - 29.07.2021 02:00;2639;1119
29.07.2021 02:00 - 29.07.2021 03:00;2510;1197
29.07.2021 03:00 - 29.07.2021 04:00;2402;1044
29.07.2021 04:00 - 29.07.2021 05:00;2500;828
29.07.2021 05:00 - 29.07.2021 06:00;2550;325
29.07.2021 06:00 - 29.07.2021 07:00;3474;0
29.07.2021 07:00 - 29.07.2021 08:00;3665;0
29.07.2021 08:00 - 29.07.2021 09:00;3309;0
29.07.2021 09:00 - 29.07.2021 10:00;2954;408
29.07.2021 10:00 - 29.07.2021 11:00;2855;1497
29.07.2021 11:00 - 29.07.2021 12:00;2846;1609
29.07.2021 12:00 - 29.07.2021 13:00;2952;1084
29.07.2021 13:00 - 29.07.2021 14:00;2717;1439
29.07.2021 14:00 - 29.07.2021 15:00;2756;1885
29.07.2021 15:00 - 29.07.2021 16:00;2631;2053
29.07.2021 16:00 - 29.07.2021 17:00;2664;1782
29.07.2021 17:00 - 29.07.2021 18:00;2735;1657
29.07.2021 18:00 - 29.07.2021 19:00;2601;1410
29.07.2021 19:00 - 29.07.2021 20:00;2755;904
29.07.2021 20:00 - 29.07.2021 21:00;3263;0
29.07.2021 21:00 - 29.07.2021 22:00;3866;0
29.07.2021 22:00 - 29.07.2021 23:00;3557;0
29.07.2021 23:00 - 30.07.2021 00:00;3306;0
30.07.2021 00:00 - 30.07.2021 01:00;3157;0
30.07.2021 01:00 - 30.07.2021 02:00;3087;0
30.07.2021 02:00 - 30.07.2021 03:00;2448;0
30.07.2021 03:00 - 30.07.2021 04:00;2026;0
30.07.2021 04:00 - 30.07.2021 05:00;1142;63
30.07.2021 05:00 - 30.07.2021 06:00;1217;328
30.07.2021 06:00 - 30.07.2021 07:00;2590;0
30.07.2021 07:00 - 30.07.2021 08:00;3420;0
30.07.2021 08:00 - 30.07.2021 09:00;3534;0
30.07.2021 09:00 - 30.07.2021 10:00;2532;0
30.07.2021 10:00 - 30.07.2021 11:00;2528;834
30.07.2021 11:00 - 30.07.2021 12:00;2521;1099
30.07.2021 12:00 - 30.07.2021 13:00;2852;1271
30.07.2021 13:00 - 30.07.2021 14:00;2786;1239
30.07.2021 14:00 - 30.07.2021 15:00;2943;1050
30.07.2021 15:00 - 30.07.2021 16:00;2854;1856
30.07.2021 16:00 - 30.07.2021 17:00;2826;2003
30.07.2021 17:00 - 30.07.2021 18:00;2783;2369
30.07.2021 18:00 - 30.07.2021 19:00;2625;2936
30.07.2021 19:00 - 30.07.2021 20:00;2672;2955
30.07.2021 20:00 - 30.07.2021 21:00;2729;1556
30.07.2021 21:00 - 30.07.2021 22:00;3216;515
30.07.2021 22:00 - 30.07.2021 23:00;2897;422
30.07.2021 23:00 - 31.07.2021 00:00;3059;1264
31.07.2021 00:00 - 31.07.2021 01:00;2680;991
31.07.2021 01:00 - 31.07.2021 02:00;2731;1139
31.07.2021 02:00 - 31.07.2021 03:00;2685;894
31.07.2021 03:00 - 31.07.2021 04:00;2703;742
31.07.2021 04:00 - 31.07.2021 05:00;2692;732
31.07.2021 05:00 - 31.07.2021 06:00;2681;819
31.07.2021 06:00 - 31.07.2021 07:00;2511;529
31.07.2021 07:00 - 31.07.2021 08:00;2730;294
31.07.2021 08:00 - 31.07.2021 09:00;2748;594
31.07.2021 09:00 - 31.07.2021 10:00;2651;1133
31.07.2021 10:00 - 31.07.2021 11:00;3045;1730
31.07.2021 11:00 - 31.07.2021 12:00;2961;2024
31.07.2021 12:00 - 31.07.2021 13:00;3054;2122
31.07.2021 13:00 - 31.07.2021 14:00;2927;2250
31.07.2021 14:00 - 31.07.2021 15:00;2785;2115
31.07.2021 15:00 - 31.07.2021 16:00;2348;2342
31.07.2021 16:00 - 31.07.2021 17:00;1283;2238
31.07.2021 17:00 - 31.07.2021 18:00;1120;1913
31.07.2021 18:00 - 31.07.2021 19:00;270;1953
31.07.2021 19:00 - 31.07.2021 20:00;0;1382
31.07.2021 20:00 - 31.07.2021 21:00;1322;1124
31.07.2021 21:00 - 31.07.2021 22:00;2774;891
31.07.2021 22:00 - 31.07.2021 23:00;2291;1134
31.07.2021 23:00 - 01.08.2021 00:00;2401;1543
01.08.2021 00:00 - 01.08.2021 01:00;2401;2091
01.08.2021 01:00 - 01.08.2021 02:00;2215;2220
01.08.2021 02:00 - 01.08.2021 03:00;2026;2320
01.08.2021 03:00 - 01.08.2021 04:00;1823;2182
01.08.2021 04:00 - 01.08.2021 05:00;1921;2090
01.08.2021 05:00 - 01.08.2021 06:00;1923;2049
01.08.2021 06:00 - 01.08.2021 07:00;1881;1614
01.08.2021 07:00 - 01.08.2021 08:00;1757;1669
01.08.2021 08:00 - 01.08.2021 09:00;1853;1884
01.08.2021 09:00 - 01.08.2021 10:00;1820;2333
01.08.2021 10:00 - 01.08.2021 11:00;1848;2585
01.08.2021 11:00 - 01.08.2021 12:00;1986;3444
01.08.2021 12:00 - 01.08.2021 13:00;2187;3244
01.08.2021 13:00 - 01.08.2021 14:00;2190;3029
01.08.2021 14:00 - 01.08.2021 15:00;2062;2821
01.08.2021 15:00 - 01.08.2021 16:00;2196;3200
01.08.2021 16:00 - 01.08.2021 17:00;2162;2798
01.08.2021 17:00 - 01.08.2021 18:00;2155;2628
01.08.2021 18:00 - 01.08.2021 19:00;2139;2327
01.08.2021 19:00 - 01.08.2021 20:00;2332;1653
01.08.2021 20:00 - 01.08.2021 21:00;2594;1393
01.08.2021 21:00 - 01.08.2021 22:00;2835;107
01.08.2021 22:00 - 01.08.2021 23:00;2757;0
01.08.2021 23:00 - 02.08.2021 00:00;2747;484
02.08.2021 00:00 - 02.08.2021 01:00;2695;1234
02.08.2021 01:00 - 02.08.2021 02:00;2650;1889
02.08.2021 02:00 - 02.08.2021 03:00;2569;1700
02.08.2021 03:00 - 02.08.2021 04:00;2709;1652
02.08.2021 04:00 - 02.08.2021 05:00;2849;1895
02.08.2021 05:00 - 02.08.2021 06:00;2867;1502
02.08.2021 06:00 - 02.08.2021 07:00;2875;793
02.08.2021 07:00 - 02.08.2021 08:00;3053;283
02.08.2021 08:00 - 02.08.2021 09:00;3384;0
02.08.2021 09:00 - 02.08.2021 10:00;3169;613
02.08.2021 10:00 - 02.08.2021 11:00;3166;998
02.08.2021 11:00 - 02.08.2021 12:00;3196;1319
02.08.2021 12:00 - 02.08.2021 13:00;3193;1170
02.08.2021 13:00 - 02.08.2021 14:00;3195;1289
02.08.2021 14:00 - 02.08.2021 15:00;3256;1539
02.08.2021 15:00 - 02.08.2021 16:00;3057;1890
02.08.2021 16:00 - 02.08.2021 17:00;2982;1815
02.08.2021 17:00 - 02.08.2021 18:00;3095;1749
02.08.2021 18:00 - 02.08.2021 19:00;2780;1894
02.08.2021 19:00 - 02.08.2021 20:00;1870;1563
02.08.2021 20:00 - 02.08.2021 21:00;2516;546
02.08.2021 21:00 - 02.08.2021 22:00;3045;0
02.08.2021 22:00 - 02.08.2021 23:00;2900;66
02.08.2021 23:00 - 03.08.2021 00:00;2882;1404
03.08.2021 00:00 - 03.08.2021 01:00;2989;695
03.08.2021 01:00 - 03.08.2021 02:00;2801;1266
03.08.2021 02:00 - 03.08.2021 03:00;2702;1552
03.08.2021 03:00 - 03.08.2021 04:00;2671;1418
03.08.2021 04:00 - 03.08.2021 05:00;2495;1053
03.08.2021 05:00 - 03.08.2021 06:00;2550;309
03.08.2021 06:00 - 03.08.2021 07:00;2983;0
03.08.2021 07:00 - 03.08.2021 08:00;3023;0
03.08.2021 08:00 - 03.08.2021 09:00;2906;0
03.08.2021 09:00 - 03.08.2021 10:00;2336;116
03.08.2021 10:00 - 03.08.2021 11:00;2299;424
03.08.2021 11:00 - 03.08.2021 12:00;2204;656
03.08.2021 12:00 - 03.08.2021 13:00;2061;661
03.08.2021 13:00 - 03.08.2021 14:00;2211;893
03.08.2021 14:00 - 03.08.2021 15:00;1954;1071
03.08.2021 15:00 - 03.08.2021 16:00;1910;1503
03.08.2021 16:00 - 03.08.2021 17:00;1637;1414
03.08.2021 17:00 - 03.08.2021 18:00;1058;1236
03.08.2021 18:00 - 03.08.2021 19:00;254;641
03.08.2021 19:00 - 03.08.2021 20:00;1340;0
03.08.2021 20:00 - 03.08.2021 21:00;2252;0
03.08.2021 21:00 - 03.08.2021 22:00;2968;0
03.08.2021 22:00 - 03.08.2021 23:00;2928;0
03.08.2021 23:00 - 04.08.2021 00:00;2183;198
04.08.2021 00:00 - 04.08.2021 01:00;1671;0
04.08.2021 01:00 - 04.08.2021 02:00;1307;0
04.08.2021 02:00 - 04.08.2021 03:00;1187;0
04.08.2021 03:00 - 04.08.2021 04:00;1138;80
04.08.2021 04:00 - 04.08.2021 05:00;1185;235
04.08.2021 05:00 - 04.08.2021 06:00;1211;0
04.08.2021 06:00 - 04.08.2021 07:00;1688;0
04.08.2021 07:00 - 04.08.2021 08:00;1836;0
04.08.2021 08:00 - 04.08.2021 09:00;1320;0
04.08.2021 09:00 - 04.08.2021 10:00;780;0
04.08.2021 10:00 - 04.08.2021 11:00;709;638
04.08.2021 11:00 - 04.08.2021 12:00;782;1187
04.08.2021 12:00 - 04.08.2021 13:00;819;1623
04.08.2021 13:00 - 04.08.2021 14:00;1098;1711
04.08.2021 14:00 - 04.08.2021 15:00;786;1795
04.08.2021 15:00 - 04.08.2021 16:00;166;1775
04.08.2021 16:00 - 04.08.2021 17:00;135;1692
04.08.2021 17:00 - 04.08.2021 18:00;0;1527
04.08.2021 18:00 - 04.08.2021 19:00;0;1053
04.08.2021 19:00 - 04.08.2021 20:00;223;1042
04.08.2021 20:00 - 04.08.2021 21:00;1466;0
04.08.2021 21:00 - 04.08.2021 22:00;1872;0
04.08.2021 22:00 - 04.08.2021 23:00;1741;0
04.08.2021 23:00 - 05.08.2021 00:00;1672;0
05.08.2021 00:00 - 05.08.2021 01:00;2960;0
05.08.2021 01:00 - 05.08.2021 02:00;2777;15
05.08.2021 02:00 - 05.08.2021 03:00;2933;496
05.08.2021 03:00 - 05.08.2021 04:00;2788;567
05.08.2021 04:00 - 05.08.2021 05:00;2859;588
05.08.2021 05:00 - 05.08.2021 06:00;2792;274
05.08.2021 06:00 - 05.08.2021 07:00;3117;0
05.08.2021 07:00 - 05.08.2021 08:00;3238;0
05.08.2021 08:00 - 05.08.2021 09:00;2081;244
05.08.2021 09:00 - 05.08.2021 10:00;1257;0
05.08.2021 10:00 - 05.08.2021 11:00;1432;514
05.08.2021 11:00 - 05.08.2021 12:00;2050;1483
05.08.2021 12:00 - 05.08.2021 13:00;2955;1692
05.08.2021 13:00 - 05.08.2021 14:00;3295;1902
05.08.2021 14:00 - 05.08.2021 15:00;3345;1623
05.08.2021 15:00 - 05.08.2021 16:00;3375;1740
05.08.2021 16:00 - 05.08.2021 17:00;3426;1964
05.08.2021 17:00 - 05.08.2021 18:00;3153;1860
05.08.2021 18:00 - 05.08.2021 19:00;2801;2327
05.08.2021 19:00 - 05.08.2021 20:00;2678;2011
05.08.2021 20:00 - 05.08.2021 21:00;3242;846
05.08.2021 21:00 - 05.08.2021 22:00;3331;0
05.08.2021 22:00 - 05.08.2021 23:00;3094;115
05.08.2021 23:00 - 06.08.2021 00:00;2955;801
06.08.2021 00:00 - 06.08.2021 01:00;2534;582
06.08.2021 01:00 - 06.08.2021 02:00;2073;1026
06.08.2021 02:00 - 06.08.2021 03:00;2194;911
06.08.2021 03:00 - 06.08.2021 04:00;2210;1022
06.08.2021 04:00 - 06.08.2021 05:00;2367;751
06.08.2021 05:00 - 06.08.2021 06:00;2293;587
06.08.2021 06:00 - 06.08.2021 07:00;2390;372
06.08.2021 07:00 - 06.08.2021 08:00;2660;0
06.08.2021 08:00 - 06.08.2021 09:00;3023;0
06.08.2021 09:00 - 06.08.2021 10:00;2592;663
06.08.2021 10:00 - 06.08.2021 11:00;2870;1774
06.08.2021 11:00 - 06.08.2021 12:00;2664;1946
06.08.2021 12:00 - 06.08.2021 13:00;2481;2023
06.08.2021 13:00 - 06.08.2021 14:00;2417;1991
06.08.2021 14:00 - 06.08.2021 15:00;2896;2130
06.08.2021 15:00 - 06.08.2021 16:00;2784;2307
06.08.2021 16:00 - 06.08.2021 17:00;2922;2250
06.08.2021 17:00 - 06.08.2021 18:00;2760;2420
06.08.2021 18:00 - 06.08.2021 19:00;2910;1910
06.08.2021 19:00 - 06.08.2021 20:00;2606;2290
06.08.2021 20:00 - 06.08.2021 21:00;3066;1664
06.08.2021 21:00 - 06.08.2021 22:00;3079;1213
06.08.2021 22:00 - 06.08.2021 23:00;2871;1286
06.08.2021 23:00 - 07.08.2021 00:00;2899;1598
07.08.2021 00:00 - 07.08.2021 01:00;2952;1698
07.08.2021 01:00 - 07.08.2021 02:00;2790;2293
07.08.2021 02:00 - 07.08.2021 03:00;2678;2189
07.08.2021 03:00 - 07.08.2021 04:00;2729;1872
07.08.2021 04:00 - 07.08.2021 05:00;2565;1821
07.08.2021 05:00 - 07.08.2021 06:00;2566;1735
07.08.2021 06:00 - 07.08.2021 07:00;2753;1297
