Time (CET);Demand;Imports;Exports;Price;Hydro;Nuclear;Other renewable;Solar;Wind
03.08.2021 09:00 - 03.08.2021 10:00;29197;2336;116;111.55;5540;6982;105;5446;1005
03.08.2021 10:00 - 03.08.2021 11:00;30248;2299;424;107.93;4137;6977;106;8408;1015
03.08.2021 11:00 - 03.08.2021 12:00;31064;2204;656;107.49;3808;6976;106;9760;1225
03.08.2021 12:00 - 03.08.2021 13:00;31785;2061;661;107.52;3477;6970;106;10480;1822
03.08.2021 13:00 - 03.08.2021 14:00;32246;2211;893;107.31;3246;6966;107;10599;2536
03.08.2021 14:00 - 03.08.2021 15:00;32063;1954;1071;106.32;2897;6961;104;10695;3323
03.08.2021 15:00 - 03.08.2021 16:00;31020;1910;1503;105;2780;6959;105;10715;3904
03.08.2021 16:00 - 03.08.2021 17:00;30503;1637;1414;100.85;2757;6957;106;10218;4146
03.08.2021 17:00 - 03.08.2021 18:00;30341;1058;1236;100.85;2352;6955;107;9159;4523
03.08.2021 18:00 - 03.08.2021 19:00;29867;254;641;100.85;2560;6955;109;7512;5086
03.08.2021 19:00 - 03.08.2021 20:00;29671;1340;0;107.52;3527;6955;110;4843;5302
03.08.2021 20:00 - 03.08.2021 21:00;29424;2252;0;108.82;4440;6956;110;1967;5105
03.08.2021 21:00 - 03.08.2021 22:00;30116;2968;0;110;5362;6962;108;778;5017
03.08.2021 22:00 - 03.08.2021 23:00;29472;2928;0;107.98;4607;6964;107;685;5366
03.08.2021 23:00 - 04.08.2021 00:00;27448;2183;198;106;3540;6969;107;662;5442
04.08.2021 00:00 - 04.08.2021 01:00;26667;1671;0;110;3305;6969;95;661;5368
04.08.2021 01:00 - 04.08.2021 02:00;25328;1307;0;102.85;2479;6971;96;647;5236
04.08.2021 02:00 - 04.08.2021 03:00;24141;1187;0;96;2116;6972;97;500;5235
04.08.2021 03:00 - 04.08.2021 04:00;23613;1138;80;93.34;2394;6974;97;363;5261
04.08.2021 04:00 - 04.08.2021 05:00;23443;1185;235;94.82;2738;6975;96;252;4950
04.08.2021 05:00 - 04.08.2021 06:00;23859;1211;0;99;2756;6976;95;166;4666
04.08.2021 06:00 - 04.08.2021 07:00;25468;1688;0;108.79;3435;6978;96;147;4699
04.08.2021 07:00 - 04.08.2021 08:00;26821;1836;0;112.22;3930;6978;95;227;5027
04.08.2021 08:00 - 04.08.2021 09:00;28110;1320;0;115;4666;6977;99;1576;4614
04.08.2021 09:00 - 04.08.2021 10:00;29521;780;0;114.68;4650;6975;101;4671;4072
04.08.2021 10:00 - 04.08.2021 11:00;30578;709;638;110.77;4550;6974;103;7787;3390
04.08.2021 11:00 - 04.08.2021 12:00;31208;782;1187;110;4047;6977;106;9785;3441
04.08.2021 12:00 - 04.08.2021 13:00;32045;819;1623;108;4048;6977;106;10797;4074
04.08.2021 13:00 - 04.08.2021 14:00;32592;1098;1711;105.01;3882;6975;105;11127;4656
04.08.2021 14:00 - 04.08.2021 15:00;32603;786;1795;99.76;3411;6968;106;11143;4814
04.08.2021 15:00 - 04.08.2021 16:00;31728;166;1775;91;3138;6960;107;11035;5040
04.08.2021 16:00 - 04.08.2021 17:00;31357;135;1692;88.91;3465;6955;106;10717;5405
04.08.2021 17:00 - 04.08.2021 18:00;31032;0;1527;95.97;3090;6953;105;10034;5677
04.08.2021 18:00 - 04.08.2021 19:00;30358;0;1053;102.85;3501;6954;109;8832;5663
04.08.2021 19:00 - 04.08.2021 20:00;29967;223;1042;105;3979;6956;111;6544;5554
04.08.2021 20:00 - 04.08.2021 21:00;29849;1466;0;112.66;5293;6957;113;3014;5333
04.08.2021 21:00 - 04.08.2021 22:00;30271;1872;0;116.74;6082;6962;115;1135;4799
04.08.2021 22:00 - 04.08.2021 23:00;29717;1741;0;116.86;6085;6963;112;863;4613
04.08.2021 23:00 - 05.08.2021 00:00;27762;1672;0;115.51;4952;6962;109;820;4171
05.08.2021 00:00 - 05.08.2021 01:00;27008;2960;0;110.71;4435;6966;101;817;3855
05.08.2021 01:00 - 05.08.2021 02:00;25593;2777;15;107.75;3475;6967;103;802;3733
05.08.2021 02:00 - 05.08.2021 03:00;24423;2933;496;105.27;2568;6968;102;741;3686
05.08.2021 03:00 - 05.08.2021 04:00;23840;2788;567;103.63;2467;6969;99;740;3636
05.08.2021 04:00 - 05.08.2021 05:00;23632;2859;588;102.85;2308;6970;98;724;3534
05.08.2021 05:00 - 05.08.2021 06:00;24006;2792;274;104;2348;6972;98;661;3761
05.08.2021 06:00 - 05.08.2021 07:00;25747;3117;0;106.37;3337;6974;98;462;4015
05.08.2021 07:00 - 05.08.2021 08:00;26980;3238;0;107.12;4063;6985;101;544;4116
05.08.2021 08:00 - 05.08.2021 09:00;28063;2081;244;112.66;4562;6995;106;2499;3875
05.08.2021 09:00 - 05.08.2021 10:00;29490;1257;0;112.1;4466;6979;109;6223;3605
05.08.2021 10:00 - 05.08.2021 11:00;30639;1432;514;108.14;4352;6943;113;9248;3685
05.08.2021 11:00 - 05.08.2021 12:00;31283;2050;1483;102.85;3996;6926;111;10446;4198
05.08.2021 12:00 - 05.08.2021 13:00;32194;2955;1692;101;3894;6922;107;11009;4811
05.08.2021 13:00 - 05.08.2021 14:00;32845;3295;1902;97.8;4323;6933;107;11309;5392
05.08.2021 14:00 - 05.08.2021 15:00;32975;3345;1623;83;4245;6945;110;11327;6116
05.08.2021 15:00 - 05.08.2021 16:00;32192;3375;1740;77.95;3600;6941;108;11198;6866
05.08.2021 16:00 - 05.08.2021 17:00;31971;3426;1964;77.75;4031;6947;105;10805;7251
05.08.2021 17:00 - 05.08.2021 18:00;31866;3153;1860;77.95;4227;6949;104;10082;7701
05.08.2021 18:00 - 05.08.2021 19:00;31350;2801;2327;85;3780;6948;109;8864;7608
05.08.2021 19:00 - 05.08.2021 20:00;31054;2678;2011;100.5;3633;6950;108;6541;7400
05.08.2021 20:00 - 05.08.2021 21:00;30555;3242;846;111.91;4004;6959;109;2886;6973
05.08.2021 21:00 - 05.08.2021 22:00;30946;3331;0;115.27;5000;6967;112;976;6064
05.08.2021 22:00 - 05.08.2021 23:00;30327;3094;115;115.02;5209;6970;108;720;5781
05.08.2021 23:00 - 06.08.2021 00:00;28392;2955;801;111.91;4286;6973;103;709;6354
06.08.2021 00:00 - 06.08.2021 01:00;27508;2534;582;103.81;3389;6981;96;713;6512
06.08.2021 01:00 - 06.08.2021 02:00;25923;2073;1026;102.84;2901;6986;95;708;6399
06.08.2021 02:00 - 06.08.2021 03:00;24729;2194;911;99.44;2446;6982;93;710;5874
06.08.2021 03:00 - 06.08.2021 04:00;24104;2210;1022;99;2201;6979;94;708;5575
06.08.2021 04:00 - 06.08.2021 05:00;23748;2367;751;99;2070;6981;95;702;5036
06.08.2021 05:00 - 06.08.2021 06:00;24054;2293;587;102.11;2377;6982;97;691;4780
06.08.2021 06:00 - 06.08.2021 07:00;25525;2390;372;103.24;3672;6988;95;517;4297
06.08.2021 07:00 - 06.08.2021 08:00;26898;2660;0;106.5;4521;6994;97;489;3736
06.08.2021 08:00 - 06.08.2021 09:00;28005;3023;0;108.01;4406;6998;102;2463;2859
06.08.2021 09:00 - 06.08.2021 10:00;29560;2592;663;106.5;4667;6995;98;6221;1944
06.08.2021 10:00 - 06.08.2021 11:00;30774;2870;1774;103.86;4069;6992;97;9258;1598
06.08.2021 11:00 - 06.08.2021 12:00;31577;2664;1946;103.08;3935;6986;98;10534;1856
06.08.2021 12:00 - 06.08.2021 13:00;32237;2481;2023;102.99;3310;6982;99;11127;2590
06.08.2021 13:00 - 06.08.2021 14:00;32665;2417;1991;102.84;2975;6980;97;11383;3326
06.08.2021 14:00 - 06.08.2021 15:00;32589;2896;2130;99.5;2294;6974;99;11429;4496
06.08.2021 15:00 - 06.08.2021 16:00;31684;2784;2307;84.01;1910;6950;99;11241;5936
06.08.2021 16:00 - 06.08.2021 17:00;31411;2922;2250;75.13;2344;6948;99;10844;7233
06.08.2021 17:00 - 06.08.2021 18:00;31156;2760;2420;71.11;2771;6946;101;10147;8427
06.08.2021 18:00 - 06.08.2021 19:00;30645;2910;1910;71.11;3000;6946;103;8792;8961
06.08.2021 19:00 - 06.08.2021 20:00;30251;2606;2290;76.01;2566;6949;102;6393;9336
06.08.2021 20:00 - 06.08.2021 21:00;29921;3066;1664;101.99;3001;6953;102;2817;9060
06.08.2021 21:00 - 06.08.2021 22:00;30163;3079;1213;103.86;4473;6958;103;958;8625
06.08.2021 22:00 - 06.08.2021 23:00;29494;2871;1286;104;4166;6963;103;727;8229
06.08.2021 23:00 - 07.08.2021 00:00;27570;2899;1598;103.24;3268;6966;100;713;7727
07.08.2021 00:00 - 07.08.2021 01:00;26933;2952;1698;101.24;3104;6969;91;714;7425
07.08.2021 01:00 - 07.08.2021 02:00;25634;2790;2293;97;3106;6969;93;712;6838
07.08.2021 02:00 - 07.08.2021 03:00;24277;2678;2189;90.36;2536;6969;97;710;6409
07.08.2021 03:00 - 07.08.2021 04:00;23477;2729;1872;89.25;2401;6973;93;709;6129
07.08.2021 04:00 - 07.08.2021 05:00;22949;2565;1821;83.4;2467;6974;92;706;5725
07.08.2021 05:00 - 07.08.2021 06:00;22769;2566;1735;83.3;2439;6978;94;680;5607
07.08.2021 06:00 - 07.08.2021 07:00;23084;2753;1297;89;2355;6978;98;495;5815
07.08.2021 07:00 - 07.08.2021 08:00;23283;2830;1034;89.74;2343;6986;93;429;5810
07.08.2021 08:00 - 07.08.2021 09:00;24388;2948;1401;89.5;2908;6988;95;2069;5343
07.08.2021 09:00 - 07.08.2021 10:00;26118;2809;1599;73.1;2549;6991;96;5582;5138
07.08.2021 10:00 - 07.08.2021 11:00;27545;3010;1918;61.97;2824;6985;97;8331;5735
07.08.2021 11:00 - 07.08.2021 12:00;28308;3006;2332;55.92;3397;6983;96;10144;6172
07.08.2021 12:00 - 07.08.2021 13:00;28878;2970;2451;53.53;3585;6979;97;10792;6332
07.08.2021 13:00 - 07.08.2021 14:00;29671;2971;2393;45;3870;6977;100;11232;6795
07.08.2021 14:00 - 07.08.2021 15:00;29699;2783;2509;20;3978;6978;100;11328;7137
07.08.2021 15:00 - 07.08.2021 16:00;28947;2719;2893;7;3663;6977;99;11103;7514
07.08.2021 16:00 - 07.08.2021 17:00;28367;2845;3447;0.9;3574;6976;99;10824;7515
07.08.2021 17:00 - 07.08.2021 18:00;27848;2950;2728;1.93;3581;6974;98;10039;7607
07.08.2021 18:00 - 07.08.2021 19:00;27425;3000;2569;12.78;3323;6976;100;8813;7494
07.08.2021 19:00 - 07.08.2021 20:00;27614;3017;2982;59.98;3303;6972;102;6391;7988
07.08.2021 20:00 - 07.08.2021 21:00;27727;2991;1696;81;2929;6976;106;2719;8009
07.08.2021 21:00 - 07.08.2021 22:00;28667;3229;1303;98.45;3720;6979;104;930;7398
07.08.2021 22:00 - 07.08.2021 23:00;27906;2751;1121;100.66;3581;6979;104;712;7416
07.08.2021 23:00 - 08.08.2021 00:00;26261;2912;1468;90.24;3071;6982;105;705;7171
08.08.2021 00:00 - 08.08.2021 01:00;25015;2355;1381;101.24;2831;6974;100;706;6348
08.08.2021 01:00 - 08.08.2021 02:00;23606;2378;1449;92.79;2211;6976;97;707;5428
08.08.2021 02:00 - 08.08.2021 03:00;22475;2286;1613;89.87;1853;6990;101;708;4919
08.08.2021 03:00 - 08.08.2021 04:00;21650;2289;1516;89.74;1876;6995;99;704;4748
08.08.2021 04:00 - 08.08.2021 05:00;21282;2314;1515;89.5;1809;7000;96;643;4563
08.08.2021 05:00 - 08.08.2021 06:00;21152;2322;1545;89.87;2021;6999;98;534;4116
08.08.2021 06:00 - 08.08.2021 07:00;21177;2363;1402;90.24;2050;7000;98;347;3663
08.08.2021 07:00 - 08.08.2021 08:00;20901;2212;1496;89.74;2313;6999;97;319;3398
08.08.2021 08:00 - 08.08.2021 09:00;21499;2355;1584;90.24;2067;7001;93;1969;2952
08.08.2021 09:00 - 08.08.2021 10:00;22789;2314;1683;73.38;2296;7001;94;5503;2621
08.08.2021 10:00 - 08.08.2021 11:00;24186;2340;1985;70;3080;6997;95;8690;2261
08.08.2021 11:00 - 08.08.2021 12:00;24995;2400;2301;72.5;3698;6993;96;9926;1667
08.08.2021 12:00 - 08.08.2021 13:00;25517;2191;2364;72.8;3978;6985;97;10468;1312
08.08.2021 13:00 - 08.08.2021 14:00;26218;2157;2586;76;3101;6981;95;10849;1401
08.08.2021 14:00 - 08.08.2021 15:00;26454;2210;2423;75.47;2525;6976;96;11088;1808
08.08.2021 15:00 - 08.08.2021 16:00;25742;2348;2273;72.4;3277;6974;95;10962;2401
08.08.2021 16:00 - 08.08.2021 17:00;25095;2239;2300;65.49;3627;6974;98;10563;3115
08.08.2021 17:00 - 08.08.2021 18:00;24895;2289;2280;62.99;4020;6972;98;9612;3875
08.08.2021 18:00 - 08.08.2021 19:00;24968;2329;2410;72.3;3691;6973;97;8226;4506
08.08.2021 19:00 - 08.08.2021 20:00;25269;2327;2720;87.19;3033;6972;93;6033;5087
08.08.2021 20:00 - 08.08.2021 21:00;25705;2383;1463;102.35;2973;6974;90;2669;5457
08.08.2021 21:00 - 08.08.2021 22:00;27138;2410;494;106.67;4642;6979;95;935;5283
08.08.2021 22:00 - 08.08.2021 23:00;27339;2220;472;107.57;4877;6982;96;703;5287
08.08.2021 23:00 - 09.08.2021 00:00;25702;2440;1085;106.67;3982;6987;95;694;5019
09.08.2021 00:00 - 09.08.2021 01:00;24372;2641;1538;108.56;3417;6987;94;688;4698
09.08.2021 01:00 - 09.08.2021 02:00;22992;2504;1958;106.28;2957;6988;94;662;4561
09.08.2021 02:00 - 09.08.2021 03:00;22153;2302;1735;100.14;2493;6988;95;653;4261
09.08.2021 03:00 - 09.08.2021 04:00;21645;2383;1700;100;2150;6988;93;652;4020
09.08.2021 04:00 - 09.08.2021 05:00;21527;2400;1513;102.35;2080;6986;96;648;3727
09.08.2021 05:00 - 09.08.2021 06:00;21901;2415;1365;106.57;2374;6986;93;615;3361
09.08.2021 06:00 - 09.08.2021 07:00;23689;2470;251;111;3130;6987;90;396;3071
09.08.2021 07:00 - 09.08.2021 08:00;25161;2850;0;112.11;4009;6987;89;370;2893
09.08.2021 08:00 - 09.08.2021 09:00;26522;3170;0;112.15;4038;6986;100;1825;2579
09.08.2021 09:00 - 09.08.2021 10:00;28013;2930;95;110.41;3638;6984;100;4769;2407
09.08.2021 10:00 - 09.08.2021 11:00;28941;3072;1232;108.52;2666;6973;97;7620;2428
09.08.2021 11:00 - 09.08.2021 12:00;29499;3271;1884;107.25;2734;6972;102;9108;2263
09.08.2021 12:00 - 09.08.2021 13:00;30162;3146;1978;107.25;2697;6968;100;9924;2367
09.08.2021 13:00 - 09.08.2021 14:00;30841;3232;1936;107.15;2527;6966;102;10401;2673
09.08.2021 14:00 - 09.08.2021 15:00;30931;3074;2098;105;2409;6959;102;10607;3088
09.08.2021 15:00 - 09.08.2021 16:00;30197;3012;2708;99.44;3098;6952;103;10482;3220
09.08.2021 16:00 - 09.08.2021 17:00;30024;2887;2485;97.95;3017;6949;104;10148;3300
09.08.2021 17:00 - 09.08.2021 18:00;29881;2861;2159;101.01;2866;6947;109;9401;3393
09.08.2021 18:00 - 09.08.2021 19:00;29353;3055;1952;104.28;2589;6947;111;8057;3626
09.08.2021 19:00 - 09.08.2021 20:00;29078;3093;1793;107.23;3222;6946;110;5520;3890
09.08.2021 20:00 - 09.08.2021 21:00;28831;2481;572;110.64;4657;6950;110;2283;4175
09.08.2021 21:00 - 09.08.2021 22:00;29621;3047;0;114.07;5225;6954;113;812;4486
09.08.2021 22:00 - 09.08.2021 23:00;29033;3179;73;112.45;4833;6956;111;691;4663
09.08.2021 23:00 - 10.08.2021 00:00;27243;3302;1097;110;4041;6957;110;596;4702
10.08.2021 00:00 - 10.08.2021 01:00;26367;1961;683;113.5;3371;6960;100;526;4391
10.08.2021 01:00 - 10.08.2021 02:00;25012;1751;1171;111;2954;6963;98;524;4074
10.08.2021 02:00 - 10.08.2021 03:00;23835;1683;1219;106.87;2593;6964;100;509;3482
10.08.2021 03:00 - 10.08.2021 04:00;23282;1558;942;106.5;2640;6965;101;446;3023
10.08.2021 04:00 - 10.08.2021 05:00;23020;1826;780;109.81;2618;6959;100;414;2476
10.08.2021 05:00 - 10.08.2021 06:00;23303;1731;158;112.23;2769;6950;99;411;1788
10.08.2021 06:00 - 10.08.2021 07:00;24669;2592;0;114.64;3573;6953;96;290;1452
10.08.2021 07:00 - 10.08.2021 08:00;25905;3254;0;117.15;4130;6959;97;218;1309
10.08.2021 08:00 - 10.08.2021 09:00;26981;3865;0;119;4162;6960;102;1260;1149
10.08.2021 09:00 - 10.08.2021 10:00;28281;2579;0;117.15;4378;6958;104;3792;999
10.08.2021 10:00 - 10.08.2021 11:00;29359;2037;0;112.86;3519;6956;109;6314;938
10.08.2021 11:00 - 10.08.2021 12:00;30187;1737;333;112.49;3153;6957;108;7830;1066
10.08.2021 12:00 - 10.08.2021 13:00;30920;1690;549;112.02;3078;6961;107;8629;1292
10.08.2021 13:00 - 10.08.2021 14:00;31710;1647;608;111.25;3122;6959;111;8873;1534
10.08.2021 14:00 - 10.08.2021 15:00;31772;1773;824;107.68;3083;6960;112;8713;1627
10.08.2021 15:00 - 10.08.2021 16:00;31080;1566;1314;104.01;3307;6959;108;8450;2140
10.08.2021 16:00 - 10.08.2021 17:00;30742;1571;1186;102.02;2951;6958;106;7928;2552
10.08.2021 17:00 - 10.08.2021 18:00;30530;1676;1032;104;3026;6955;108;7164;2925
10.08.2021 18:00 - 10.08.2021 19:00;30148;913;842;104.54;3656;6954;112;5875;3307
10.08.2021 19:00 - 10.08.2021 20:00;29903;999;0;116.29;4069;6953;112;3763;3700
10.08.2021 20:00 - 10.08.2021 21:00;29710;1902;0;120;5096;6953;113;1369;4090
10.08.2021 21:00 - 10.08.2021 22:00;30503;2489;0;120;5052;6960;109;457;4631
10.08.2021 22:00 - 10.08.2021 23:00;29609;2034;0;117.15;4197;6961;109;399;5328
10.08.2021 23:00 - 11.08.2021 00:00;27637;1600;629;112.86;3751;6956;112;397;5364
11.08.2021 00:00 - 11.08.2021 01:00;26821;3026;820;112.86;2830;6956;102;385;5349
11.08.2021 01:00 - 11.08.2021 02:00;25531;3168;954;107;2577;6952;103;353;4607
11.08.2021 02:00 - 11.08.2021 03:00;24297;3145;1045;103;2320;6956;99;228;4008
11.08.2021 03:00 - 11.08.2021 04:00;23719;3166;1034;99.48;2233;6956;100;132;3391
11.08.2021 04:00 - 11.08.2021 05:00;23464;3202;1005;100.45;2296;6956;100;89;2819
11.08.2021 05:00 - 11.08.2021 06:00;23788;3237;641;105.73;2441;6957;98;89;2331
11.08.2021 06:00 - 11.08.2021 07:00;25359;3355;0;115;3012;6957;97;90;2007
11.08.2021 07:00 - 11.08.2021 08:00;26685;3613;0;118.57;3900;6959;100;156;1900
11.08.2021 08:00 - 11.08.2021 09:00;27790;3431;0;121.61;4537;6960;105;1141;1621
11.08.2021 09:00 - 11.08.2021 10:00;29343;3907;0;120;4317;6956;105;3369;1118
11.08.2021 10:00 - 11.08.2021 11:00;30303;3211;0;116.16;3988;6952;106;5433;910
11.08.2021 11:00 - 11.08.2021 12:00;31260;3073;532;115.01;3835;6947;105;7019;818
11.08.2021 12:00 - 11.08.2021 13:00;32177;3188;905;114.81;3548;6940;107;8284;920
11.08.2021 13:00 - 11.08.2021 14:00;32985;3385;1048;114.81;3496;6934;106;8494;1323
11.08.2021 14:00 - 11.08.2021 15:00;33217;2961;1038;113;3475;6930;105;8568;1888
11.08.2021 15:00 - 11.08.2021 16:00;32733;2774;1380;110.1;3110;6927;105;8362;2645
11.08.2021 16:00 - 11.08.2021 17:00;32585;2842;1271;108.8;3025;6919;105;7574;3423
11.08.2021 17:00 - 11.08.2021 18:00;32133;2797;831;110.46;2344;6919;106;6816;3934
11.08.2021 18:00 - 11.08.2021 19:00;31530;1157;27;115;3102;6919;107;5299;4505
11.08.2021 19:00 - 11.08.2021 20:00;31117;2254;0;124.75;4922;6919;108;3138;3942
11.08.2021 20:00 - 11.08.2021 21:00;31068;2189;0;125.43;5762;6926;104;1063;3882
11.08.2021 21:00 - 11.08.2021 22:00;31596;2134;0;125.01;6096;6932;100;213;4348
11.08.2021 22:00 - 11.08.2021 23:00;30764;2124;0;121.3;5356;6938;100;137;4781
11.08.2021 23:00 - 12.08.2021 00:00;28851;2649;374;117.52;4053;6941;100;90;5433
12.08.2021 00:00 - 12.08.2021 01:00;28057;2976;0;118.06;4095;6942;96;89;5843
12.08.2021 01:00 - 12.08.2021 02:00;26530;3007;431;112.4;4182;6946;95;90;4720
12.08.2021 02:00 - 12.08.2021 03:00;25312;2751;570;110;2494;6947;94;90;5436
12.08.2021 03:00 - 12.08.2021 04:00;24525;2831;742;107;3060;6947;95;95;5522
12.08.2021 04:00 - 12.08.2021 05:00;24109;2674;868;105.51;3420;6947;95;103;5144
12.08.2021 05:00 - 12.08.2021 06:00;24209;2666;613;107.45;3360;6946;95;104;5081
12.08.2021 06:00 - 12.08.2021 07:00;25792;3263;0;115.81;3522;6945;93;103;5176
12.08.2021 07:00 - 12.08.2021 08:00;27229;3587;0;120;3956;6947;93;152;4870
12.08.2021 08:00 - 12.08.2021 09:00;28039;3684;0;120.77;4104;6947;101;1330;3711
12.08.2021 09:00 - 12.08.2021 10:00;29876;2935;0;120;3499;6946;99;3930;2727
12.08.2021 10:00 - 12.08.2021 11:00;30981;2248;918;115.81;3475;6900;99;6568;2423
12.08.2021 11:00 - 12.08.2021 12:00;31948;2193;1221;113.25;2943;6885;100;8416;2793
12.08.2021 12:00 - 12.08.2021 13:00;33033;2148;1631;111;3214;6886;103;9274;3067
12.08.2021 13:00 - 12.08.2021 14:00;33862;1826;1245;112.19;2617;6882;100;9936;3632
12.08.2021 14:00 - 12.08.2021 15:00;34311;1968;1261;113.25;2235;6875;98;10062;4344
12.08.2021 15:00 - 12.08.2021 16:00;33874;2222;2025;109.29;2014;6876;97;10113;4641
12.08.2021 16:00 - 12.08.2021 17:00;33522;3128;1997;107.01;2539;6893;97;9567;4441
12.08.2021 17:00 - 12.08.2021 18:00;33209;2380;1551;111.4;2437;6901;96;8874;4388
12.08.2021 18:00 - 12.08.2021 19:00;32564;535;0;123.51;2813;6888;98;7291;4579
12.08.2021 19:00 - 12.08.2021 20:00;32243;1909;1184;128.37;5057;6888;100;4588;4361
12.08.2021 20:00 - 12.08.2021 21:00;31784;1951;780;130;6074;6900;103;1639;3889
12.08.2021 21:00 - 12.08.2021 22:00;32469;2121;0;128.77;5855;6914;103;619;4596
12.08.2021 22:00 - 12.08.2021 23:00;31791;3078;0;123.18;4882;6920;98;533;5102
12.08.2021 23:00 - 13.08.2021 00:00;29769;3034;1102;115.81;4465;6924;97;474;5049
13.08.2021 00:00 - 13.08.2021 01:00;28834;2968;753;119.22;4109;6927;93;348;4989
13.08.2021 01:00 - 13.08.2021 02:00;27142;2529;1024;114.46;3475;6933;93;317;4899
13.08.2021 02:00 - 13.08.2021 03:00;25625;2470;1436;107.51;2807;6934;92;255;4733
13.08.2021 03:00 - 13.08.2021 04:00;24901;2398;1455;104.5;2672;6936;91;160;4597
13.08.2021 04:00 - 13.08.2021 05:00;24524;2625;1338;101.52;2093;6940;91;96;4253
13.08.2021 05:00 - 13.08.2021 06:00;24635;2653;1270;105;2083;6945;91;90;3829
13.08.2021 06:00 - 13.08.2021 07:00;25983;2876;885;113.73;2879;6945;92;89;3308
13.08.2021 07:00 - 13.08.2021 08:00;27055;2810;368;119.22;3321;6945;91;176;2683
13.08.2021 08:00 - 13.08.2021 09:00;27984;2860;0;121.93;3628;6948;93;1529;2208
13.08.2021 09:00 - 13.08.2021 10:00;29855;2961;109;120;3745;6945;97;4218;1557
13.08.2021 10:00 - 13.08.2021 11:00;31129;3157;767;117.87;3677;6927;97;6694;1309
13.08.2021 11:00 - 13.08.2021 12:00;32339;3332;1388;117.87;3179;6921;100;8572;1508
13.08.2021 12:00 - 13.08.2021 13:00;33388;3169;1265;118.72;2695;6904;97;9687;1814
13.08.2021 13:00 - 13.08.2021 14:00;34269;3124;1186;119.22;2734;6887;96;10092;2215
13.08.2021 14:00 - 13.08.2021 15:00;34729;3001;1002;119.22;3041;6879;96;9947;2669
13.08.2021 15:00 - 13.08.2021 16:00;34108;2729;1411;117.87;3195;6875;94;9572;3022
13.08.2021 16:00 - 13.08.2021 17:00;33735;2641;1680;115;3397;6876;96;8921;3492
13.08.2021 17:00 - 13.08.2021 18:00;33324;2894;1513;117.87;3240;6874;98;7811;3765
13.08.2021 18:00 - 13.08.2021 19:00;32737;2960;1313;117.87;3847;6882;94;5883;3807
13.08.2021 19:00 - 13.08.2021 20:00;32351;2815;1431;120.67;4415;6898;94;3427;3733
13.08.2021 20:00 - 13.08.2021 21:00;32025;3149;578;126;5412;6908;96;1158;3421
13.08.2021 21:00 - 13.08.2021 22:00;32547;3552;0;128.54;6028;6915;100;279;3295
13.08.2021 22:00 - 13.08.2021 23:00;31703;3382;0;128.01;5304;6916;99;195;3275
13.08.2021 23:00 - 14.08.2021 00:00;29827;2889;0;123.18;4456;6922;96;98;3425
14.08.2021 00:00 - 14.08.2021 01:00;29127;3205;0;124.59;4100;6923;94;87;3295
14.08.2021 01:00 - 14.08.2021 02:00;27441;2780;312;123.35;3604;6923;95;87;3434
14.08.2021 02:00 - 14.08.2021 03:00;26039;2515;804;120;3475;6925;94;87;3649
14.08.2021 03:00 - 14.08.2021 04:00;25040;2507;1323;118.05;2986;6927;94;90;3493
14.08.2021 04:00 - 14.08.2021 05:00;24481;2190;1841;115.25;3278;6927;93;101;3154
14.08.2021 05:00 - 14.08.2021 06:00;24258;2229;1428;115.25;2746;6928;91;104;2962
14.08.2021 06:00 - 14.08.2021 07:00;24515;2490;1505;118.05;2288;6928;91;104;2944
14.08.2021 07:00 - 14.08.2021 08:00;24688;2575;1167;119.97;2190;6927;92;173;2636
14.08.2021 08:00 - 14.08.2021 09:00;25416;2456;828;121.5;2543;6927;92;1340;2426
14.08.2021 09:00 - 14.08.2021 10:00;27596;2732;1066;120.67;2692;6924;93;3855;1943
14.08.2021 10:00 - 14.08.2021 11:00;29306;2721;1532;120.02;2518;6922;93;6374;1656
14.08.2021 11:00 - 14.08.2021 12:00;30466;2644;2182;115.95;2455;6918;91;8557;1978
14.08.2021 12:00 - 14.08.2021 13:00;31437;2583;2598;108;2133;6913;93;9595;2913
14.08.2021 13:00 - 14.08.2021 14:00;32397;2663;2850;105.18;2281;6908;92;9903;3778
14.08.2021 14:00 - 14.08.2021 15:00;32823;2589;2710;95.9;2489;6902;92;9758;4356
14.08.2021 15:00 - 14.08.2021 16:00;32460;2650;2170;89.74;2546;6887;87;9264;4765
14.08.2021 16:00 - 14.08.2021 17:00;32040;2259;1959;89.14;2609;6835;82;8692;5249
14.08.2021 17:00 - 14.08.2021 18:00;31640;3195;2174;90.74;2847;6830;79;7544;5123
14.08.2021 18:00 - 14.08.2021 19:00;31429;3141;2835;107.32;2323;6838;77;5945;5531
14.08.2021 19:00 - 14.08.2021 20:00;31156;3234;2200;120.65;2802;6863;82;3433;5664
14.08.2021 20:00 - 14.08.2021 21:00;31175;3108;1481;125.98;3549;6889;83;1147;5574
14.08.2021 21:00 - 14.08.2021 22:00;32105;3358;0;130;4855;6914;84;388;4347
14.08.2021 22:00 - 14.08.2021 23:00;31208;2914;0;129.73;4737;6923;84;277;3819
14.08.2021 23:00 - 15.08.2021 00:00;29404;2794;526;126.17;3704;6920;82;154;3800
15.08.2021 00:00 - 15.08.2021 01:00;28017;2463;894;124.91;3491;6918;83;119;4230
15.08.2021 01:00 - 15.08.2021 02:00;26367;2246;622;123.1;3014;6918;85;97;4142
